EVENT_ID,EVENT_LAT,EVENT_LON,EVENT_TIME,wrfout_path,time_start,time_end,lat_min,lat_max,lon_min,lon_max,simulation_time_start,n_timesteps,SKELET,WALL_TIME
DN101223_01,-31.77224,128.77586,2010-12-23T13:35:54,/mnt/L2_plus/events_trello/DN101223_01/WRF/wrfout_d04_2010-12-22_12:00:00,2010-12-22_12:00:00,2010-12-23_14:00:00,-33.225887298583984,-30.77144432067871,127.03384399414062,129.96270751953125,2010-12-22_12:00:00,79,,
DN101223_01,-31.77224,128.77586,2010-12-23T13:35:54,/mnt/L2_plus/events_trello/DN101223_01/WRF/wrfout_d04_2010-12-22_18:00:00,2010-12-22_18:00:00,2010-12-23_14:00:00,-33.225887298583984,-30.77144432067871,127.03384399414062,129.96270751953125,2010-12-22_18:00:00,61,,
DN101223_01,-31.77224,128.77586,2010-12-23T13:35:54,/mnt/L2_plus/events_trello/DN101223_01/WRF/wrfout_d04_2010-12-23_00:00:00,2010-12-23_00:00:00,2010-12-23_14:00:00,-33.225887298583984,-30.77144432067871,127.03384399414062,129.96270751953125,2010-12-23_00:00:00,43,,
DN101223_01,-31.77224,128.77586,2010-12-23T13:35:54,/mnt/L2_plus/events_trello/DN101223_01/WRF/wrfout_d04_2010-12-23_06:00:00,2010-12-23_06:00:00,2010-12-23_14:00:00,-33.225887298583984,-30.77144432067871,127.03384399414062,129.96270751953125,2010-12-23_06:00:00,25,,
DN101223_01,-31.77224,128.77586,2010-12-23T13:35:54,/mnt/L2_plus/events_trello/DN101223_01/WRF/wrfout_d04_2010-12-23_12:00:00,2010-12-23_12:00:00,2010-12-23_14:00:00,-33.225887298583984,-30.77144432067871,127.03384399414062,129.96270751953125,2010-12-23_12:00:00,7,,
DN130505_01,-30.12050,127.99997,2013-05-05T12:26:50,/mnt/L2_plus/events_trello/DN130505_01/WRF/wrfout_d04_2013-05-04_18:00:00,2013-05-04_18:00:00,2013-05-05_13:00:00,-31.564777374267578,-29.019548416137695,126.30020141601562,129.28549194335938,2013-05-04_18:00:00,39,,
DN130505_01,-30.12050,127.99997,2013-05-05T12:26:50,/mnt/L2_plus/events_trello/DN130505_01/WRF/wrfout_d04_2013-05-05_00:00:00,2013-05-05_00:00:00,2013-05-05_13:00:00,-31.564777374267578,-29.019548416137695,126.30020141601562,129.28549194335938,2013-05-05_00:00:00,27,,
DN130505_01,-30.12050,127.99997,2013-05-05T12:26:50,/mnt/L2_plus/events_trello/DN130505_01/WRF/wrfout_d04_2013-05-05_06:00:00,2013-05-05_06:00:00,2013-05-05_13:00:00,-31.564777374267578,-29.019548416137695,126.30020141601562,129.28549194335938,2013-05-05_06:00:00,15,,
DN130505_01,-30.12050,127.99997,2013-05-05T12:26:50,/mnt/L2_plus/events_trello/DN130505_01/WRF/wrfout_d04_2013-05-05_12:00:00,2013-05-05_12:00:00,2013-05-05_13:00:00,-31.564777374267578,-29.019548416137695,126.30020141601562,129.28549194335938,2013-05-05_12:00:00,3,,
DN140921_01,-31.112900255233725,135.65643291708355,2014-09-21T13:11:42,/mnt/L2_plus/events_trello/DN140921_01/WRF/wrfout_d04_2014-09-21_00:00:00,2014-09-21_00:00:00,2014-09-22_00:00:00,-32.554019927978516,-30.106121063232422,133.93435668945312,136.8341064453125,2014-09-21_00:00:00,49,,
DN141125_01,-31.010576023115004,134.54164594692654,2014-11-25T15:21:15,/mnt/L2_plus/events_trello/DN141125_01/WRF/wrfout_d04_2014-11-25_00:00:00,2014-11-25_00:00:00,2014-11-25_16:00:00,-32.460025787353516,-30.013080596923828,132.81939697265625,135.71511840820312,2014-11-25_00:00:00,97,,
DN141125_01,-31.010576023115004,134.54164594692654,2014-11-25T15:21:15,/mnt/L2_plus/events_trello/DN141125_01/WRF/wrfout_d04_2014-11-25_06:00:00,2014-11-25_06:00:00,2014-11-25_16:00:00,-32.460025787353516,-30.013080596923828,132.81939697265625,135.71511840820312,2014-11-25_06:00:00,61,,
DN141125_01,-31.010576023115004,134.54164594692654,2014-11-25T15:21:15,/mnt/L2_plus/events_trello/DN141125_01/WRF/wrfout_d04_2014-11-25_12:00:00,2014-11-25_12:00:00,2014-11-25_16:00:00,-32.460025787353516,-30.013080596923828,132.81939697265625,135.71511840820312,2014-11-25_12:00:00,25,,
DN141129_01,-29.274569800261958,116.72387967431142,2014-11-29T14:31:33,/mnt/L2_plus/events_trello/DN141129_01/WRF/wrfout_d04_2014-11-29_00:00:00,2014-11-29_00:00:00,2014-11-30_00:00:00,-30.71880340576172,-28.2901611328125,115.03347778320312,117.85623168945312,2014-11-29_00:00:00,49,,
DN150102_01,-31.464563449173056,140.00361609333874,2015-01-02T13:39:11,/mnt/L2_plus/events_trello/DN150102_01/WRF/wrfout_d03_2015-01-01_12:00:00,2015-01-01_12:00:00,2015-01-02_18:00:00,-33.11793518066406,-30.191436767578125,138.10345458984375,141.59271240234375,2015-01-01_12:00:00,91,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150102_01,-31.464563449173056,140.00361609333874,2015-01-02T13:39:11,/mnt/L2_plus/events_trello/DN150102_01/WRF/wrfout_d03_2015-01-01_18:00:00,2015-01-01_18:00:00,2015-01-02_18:00:00,-33.11793518066406,-30.191436767578125,138.10345458984375,141.59271240234375,2015-01-01_18:00:00,73,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150102_01,-31.464563449173056,140.00361609333874,2015-01-02T13:39:11,/mnt/L2_plus/events_trello/DN150102_01/WRF/wrfout_d03_2015-01-02_00:00:00,2015-01-02_00:00:00,2015-01-02_18:00:00,-33.11793518066406,-30.191436767578125,138.10345458984375,141.59271240234375,2015-01-02_00:00:00,55,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150102_01,-31.464563449173056,140.00361609333874,2015-01-02T13:39:11,/mnt/L2_plus/events_trello/DN150102_01/WRF/wrfout_d03_2015-01-02_06:00:00,2015-01-02_06:00:00,2015-01-02_18:00:00,-33.11793518066406,-30.191436767578125,138.10345458984375,141.59271240234375,2015-01-02_06:00:00,37,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150102_01,-31.464563449173056,140.00361609333874,2015-01-02T13:39:11,/mnt/L2_plus/events_trello/DN150102_01/WRF/wrfout_d03_2015-01-02_12:00:00,2015-01-02_12:00:00,2015-01-02_18:00:00,-33.11793518066406,-30.191436767578125,138.10345458984375,141.59271240234375,2015-01-02_12:00:00,19,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150102_01,-31.464563449173056,140.00361609333874,2015-01-02T13:39:11,/mnt/L2_plus/events_trello/DN150102_01/WRF/wrfout_d04_2015-01-02_12:00:00,2015-01-02_12:00:00,2015-01-02_18:00:00,-32.908592224121094,-30.45722198486328,138.3587646484375,141.27386474609375,2015-01-02_12:00:00,19,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150123_03,-29.0093065,134.729782,2015-01-23T11:48:13,/mnt/L2_plus/events_trello/DN150123_03/WRF/wrfout_d04_2015-01-22_12:00:00,2015-01-22_12:00:00,2015-01-23_12:15:00,-30.71709632873535,-27.643735885620117,132.74395751953125,136.30145263671875,2015-01-22_12:00:00,98,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150123_03,-29.0093065,134.729782,2015-01-23T11:48:13,/mnt/L2_plus/events_trello/DN150123_03/WRF/wrfout_d04_2015-01-22_18:00:00,2015-01-22_18:00:00,2015-01-23_12:15:00,-30.71709632873535,-27.643735885620117,132.74395751953125,136.30145263671875,2015-01-22_18:00:00,74,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150123_03,-29.0093065,134.729782,2015-01-23T11:48:13,/mnt/L2_plus/events_trello/DN150123_03/WRF/wrfout_d04_2015-01-23_00:00:00,2015-01-23_00:00:00,2015-01-23_12:15:00,-30.71709632873535,-27.643735885620117,132.74395751953125,136.30145263671875,2015-01-23_00:00:00,50,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150123_03,-29.0093065,134.729782,2015-01-23T11:48:13,/mnt/L2_plus/events_trello/DN150123_03/WRF/wrfout_d04_2015-01-23_06:00:00,2015-01-23_06:00:00,2015-01-23_12:15:00,-30.71709632873535,-27.643735885620117,132.74395751953125,136.30145263671875,2015-01-23_06:00:00,26,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150314_03,-29.84828179649426,134.87398092173532,2015-03-14T15:09:32,/mnt/L2_plus/events_trello/DN150314_03/WRF/wrfout_d04_2015-03-14_06:00:00,2015-03-14_06:00:00,2015-03-14_10:50:00,-31.29078483581543,-28.855937957763672,133.18060302734375,136.0269775390625,2015-03-14_06:00:00,30,,
DN150314_03,-29.84828179649426,134.87398092173532,2015-03-14T15:09:32,/mnt/L2_plus/events_trello/DN150314_03/WRF/wrfout_d04_2015-03-14_12:00:00,2015-03-14_12:00:00,2015-03-14_16:00:00,-31.29078483581543,-28.855937957763672,133.18060302734375,136.0269775390625,2015-03-14_12:00:00,25,,
DN150331_01,-30.449476389012233,136.35459386433314,2015-03-31T18:01:09,/mnt/L2_plus/events_trello/DN150331_01/WRF/wrfout_d03_2015-03-31_00:00:00,2015-03-31_00:00:00,2015-04-01_00:00:00,-32.10655975341797,-29.19220733642578,134.39190673828125,137.82928466796875,2015-03-31_00:00:00,49,,
DN150331_01,-30.449476389012233,136.35459386433314,2015-03-31T18:01:09,/mnt/L2_plus/events_trello/DN150331_01/WRF/wrfout_d03_2015-03-31_06:00:00,2015-03-31_06:00:00,2015-04-01_00:00:00,-32.10655975341797,-29.19220733642578,134.39190673828125,137.82928466796875,2015-03-31_06:00:00,37,,
DN150331_01,-30.449476389012233,136.35459386433314,2015-03-31T18:01:09,/mnt/L2_plus/events_trello/DN150331_01/WRF/wrfout_d03_2015-03-31_12:00:00,2015-03-31_12:00:00,2015-04-01_00:00:00,-32.10655975341797,-29.19220733642578,134.39190673828125,137.82928466796875,2015-03-31_12:00:00,25,,
DN150331_01,-30.449476389012233,136.35459386433314,2015-03-31T18:01:09,/mnt/L2_plus/events_trello/DN150331_01/WRF/wrfout_d03_2015-03-31_18:00:00,2015-03-31_18:00:00,2015-03-31_21:00:00,-32.10655975341797,-29.19220733642578,134.39190673828125,137.82928466796875,2015-03-31_18:00:00,7,,
DN150331_01,-30.449476389012233,136.35459386433314,2015-03-31T18:01:09,/mnt/L2_plus/events_trello/DN150331_01/WRF/wrfout_d04_2015-03-31_00:00:00,2015-03-31_00:00:00,2015-04-01_00:00:00,-31.897987365722656,-29.456756591796875,134.64337158203125,137.51519775390625,2015-03-31_00:00:00,49,,
DN150413_01,-30.63572140454081,128.25048726068576,2015-04-13T10:40:29,/mnt/L2_plus/events_trello/DN150413_01/WRF/wrfout_d03_2015-04-12_12:00:00,2015-04-12_12:00:00,2015-04-13_12:00:00,-32.27290344238281,-29.356494903564453,126.32070922851562,129.76651000976562,2015-04-12_12:00:00,49,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150413_01,-30.63572140454081,128.25048726068576,2015-04-13T10:40:29,/mnt/L2_plus/events_trello/DN150413_01/WRF/wrfout_d03_2015-04-12_18:00:00,2015-04-12_18:00:00,2015-04-13_12:00:00,-32.27290344238281,-29.356494903564453,126.32070922851562,129.76651000976562,2015-04-12_18:00:00,73,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150413_01,-30.63572140454081,128.25048726068576,2015-04-13T10:40:29,/mnt/L2_plus/events_trello/DN150413_01/WRF/wrfout_d03_2015-04-13_00:00:00,2015-04-13_00:00:00,2015-04-13_12:00:00,-32.27290344238281,-29.356494903564453,126.32070922851562,129.76651000976562,2015-04-13_00:00:00,25,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150413_01,-30.63572140454081,128.25048726068576,2015-04-13T10:40:29,/mnt/L2_plus/events_trello/DN150413_01/WRF/wrfout_d03_2015-04-13_06:00:00,2015-04-13_06:00:00,2015-04-13_12:00:00,-32.27290344238281,-29.356494903564453,126.32070922851562,129.76651000976562,2015-04-13_06:00:00,25,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150413_01,-30.63572140454081,128.25048726068576,2015-04-13T10:40:29,/mnt/L2_plus/events_trello/DN150413_01/WRF/wrfout_d04_2015-04-12_12:00:00,2015-04-12_12:00:00,2015-04-13_11:00:00,-32.3434944152832,-29.26919174194336,126.22982788085938,129.8497314453125,2015-04-12_12:00:00,93,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150413_01,-30.63572140454081,128.25048726068576,2015-04-13T10:40:29,/mnt/L2_plus/events_trello/DN150413_01/WRF/wrfout_d04_2015-04-12_18:00:00,2015-04-12_18:00:00,2015-04-13_11:00:00,-32.3434944152832,-29.26919174194336,126.22982788085938,129.8497314453125,2015-04-12_18:00:00,69,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150413_01,-30.63572140454081,128.25048726068576,2015-04-13T10:40:29,/mnt/L2_plus/events_trello/DN150413_01/WRF/wrfout_d04_2015-04-13_00:00:00,2015-04-13_00:00:00,2015-04-13_11:00:00,-32.3434944152832,-29.26919174194336,126.22982788085938,129.8497314453125,2015-04-13_00:00:00,45,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150413_01,-30.63572140454081,128.25048726068576,2015-04-13T10:40:29,/mnt/L2_plus/events_trello/DN150413_01/WRF/wrfout_d04_2015-04-13_06:00:00,2015-04-13_06:00:00,2015-04-13_11:00:00,-32.3434944152832,-29.26919174194336,126.22982788085938,129.8497314453125,2015-04-13_06:00:00,21,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150417_01,-30.577426247258,128.24189300227528,2015-04-17T20:04:04,/mnt/L2_plus/events_trello/DN150417_01/WRF/wrfout_d03_2015-04-17_00:00:00,2015-04-17_00:00:00,2015-04-18_00:00:00,-32.23328399658203,-29.317363739013672,126.27630615234375,129.7200927734375,2015-04-17_00:00:00,49,,
DN150418_07,-31.65681984600408,138.06355558367557,2015-04-18T09:48:01,/mnt/L2_plus/events_trello/DN150418_07/WRF/wrfout_d04_2015-04-17_12:00:00,2015-04-17_12:00:00,2015-04-18_10:15:00,-33.36464309692383,-30.289703369140625,136.01947021484375,139.681396484375,2015-04-17_12:00:00,90,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150418_07,-31.65681984600408,138.06355558367557,2015-04-18T09:48:01,/mnt/L2_plus/events_trello/DN150418_07/WRF/wrfout_d04_2015-04-17_18:00:00,2015-04-17_18:00:00,2015-04-18_10:15:00,-33.36464309692383,-30.289703369140625,136.01947021484375,139.681396484375,2015-04-17_18:00:00,66,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150418_07,-31.65681984600408,138.06355558367557,2015-04-18T09:48:01,/mnt/L2_plus/events_trello/DN150418_07/WRF/wrfout_d04_2015-04-18_00:00:00,2015-04-18_00:00:00,2015-04-18_10:15:00,-33.36464309692383,-30.289703369140625,136.01947021484375,139.681396484375,2015-04-18_00:00:00,42,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150418_07,-31.65681984600408,138.06355558367557,2015-04-18T09:48:01,/mnt/L2_plus/events_trello/DN150418_07/WRF/wrfout_d04_2015-04-18_06:00:00,2015-04-18_06:00:00,2015-04-18_10:15:00,-33.36464309692383,-30.289703369140625,136.01947021484375,139.681396484375,2015-04-18_06:00:00,18,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150503_01,-27.697363582024664,136.4526063514515,2015-05-03T15:04:43,/mnt/L2_plus/events_trello/DN150503_01/WRF/wrfout_d04_2015-05-02_18:00:00,2015-05-02_18:00:00,2015-05-03_15:30:00,-29.405174255371094,-26.332538604736328,134.49295043945312,138.00360107421875,2015-05-02_18:00:00,87,,
DN150503_01,-27.697363582024664,136.4526063514515,2015-05-03T15:04:43,/mnt/L2_plus/events_trello/DN150503_01/WRF/wrfout_d04_2015-05-03_00:00:00,2015-05-03_00:00:00,2015-05-03_15:30:00,-29.405174255371094,-26.332538604736328,134.49295043945312,138.00360107421875,2015-05-03_00:00:00,63,,
DN150503_01,-27.697363582024664,136.4526063514515,2015-05-03T15:04:43,/mnt/L2_plus/events_trello/DN150503_01/WRF/wrfout_d04_2015-05-03_06:00:00,2015-05-03_06:00:00,2015-05-03_15:30:00,-29.405174255371094,-26.332538604736328,134.49295043945312,138.00360107421875,2015-05-03_06:00:00,39,,
DN150503_01,-27.697363582024664,136.4526063514515,2015-05-03T15:04:43,/mnt/L2_plus/events_trello/DN150503_01/WRF/wrfout_d04_2015-05-03_12:00:00,2015-05-03_12:00:00,2015-05-03_15:30:00,-29.405174255371094,-26.332538604736328,134.49295043945312,138.00360107421875,2015-05-03_12:00:00,15,,
DN150621_03,-28.24001011421792,135.4509557437155,2015-06-21T13:05:34,/mnt/L2_plus/events_trello/DN150621_03/WRF/wrfout_d03_2015-06-20_18:00:00,2015-06-20_18:00:00,2015-06-21_18:00:00,-29.887378692626953,-27.00214385986328,133.53082275390625,136.85882568359375,2015-06-20_18:00:00,49,,
DN150621_03,-28.24001011421792,135.4509557437155,2015-06-21T13:05:34,/mnt/L2_plus/events_trello/DN150621_03/WRF/wrfout_d03_2015-06-21_00:00:00,2015-06-21_00:00:00,2015-06-21_18:00:00,-29.887378692626953,-27.00214385986328,133.53082275390625,136.85882568359375,2015-06-21_00:00:00,37,,
DN150621_03,-28.24001011421792,135.4509557437155,2015-06-21T13:05:34,/mnt/L2_plus/events_trello/DN150621_03/WRF/wrfout_d03_2015-06-21_06:00:00,2015-06-21_06:00:00,2015-06-21_18:00:00,-29.887378692626953,-27.00214385986328,133.53082275390625,136.85882568359375,2015-06-21_06:00:00,25,,
DN150621_03,-28.24001011421792,135.4509557437155,2015-06-21T13:05:34,/mnt/L2_plus/events_trello/DN150621_03/WRF/wrfout_d03_2015-06-21_12:00:00,2015-06-21_12:00:00,2015-06-21_15:00:00,-29.887378692626953,-27.00214385986328,133.53082275390625,136.85882568359375,2015-06-21_12:00:00,7,,
DN150704_03,-30.533557223166152,132.5663649876837,2015-07-04T09:27:07,/mnt/L2_plus/events_trello/DN150704_03/WRF/wrfout_d04_2015-07-04_00:00:00,2015-07-04_00:00:00,2015-07-04_12:00:00,-31.98043441772461,-29.53835678100586,130.85479736328125,133.7301025390625,2015-07-04_00:00:00,25,,
DN150705_01,-31.422830287221135,124.09005479536128,2015-07-05T14:01:49,/mnt/L2_plus/events_trello/DN150705_01/WRF/wrfout_d04_2015-07-04_18:00:00,2015-07-04_18:00:00,2015-07-05_14:30:00,-33.13062286376953,-30.055837631225586,122.051513671875,125.70355224609375,2015-07-04_18:00:00,83,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150705_01,-31.422830287221135,124.09005479536128,2015-07-05T14:01:49,/mnt/L2_plus/events_trello/DN150705_01/WRF/wrfout_d04_2015-07-05_00:00:00,2015-07-05_00:00:00,2015-07-05_14:30:00,-33.13062286376953,-30.055837631225586,122.051513671875,125.70355224609375,2015-07-05_00:00:00,59,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150705_01,-31.422830287221135,124.09005479536128,2015-07-05T14:01:49,/mnt/L2_plus/events_trello/DN150705_01/WRF/wrfout_d04_2015-07-05_06:00:00,2015-07-05_06:00:00,2015-07-05_14:30:00,-33.13062286376953,-30.055837631225586,122.051513671875,125.70355224609375,2015-07-05_06:00:00,35,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150705_01,-31.422830287221135,124.09005479536128,2015-07-05T14:01:49,/mnt/L2_plus/events_trello/DN150705_01/WRF/wrfout_d04_2015-07-05_12:00:00,2015-07-05_12:00:00,2015-07-05_14:30:00,-33.13062286376953,-30.055837631225586,122.051513671875,125.70355224609375,2015-07-05_12:00:00,11,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150714_02,-32.2547311034895,138.36948046414005,2015-07-14T13:23:10,/mnt/L2_plus/events_trello/DN150714_02/WRF/wrfout_d04_2015-07-13_18:00:00,2015-07-13_18:00:00,2015-07-14_13:45:00,-33.96257019042969,-30.887256622314453,136.31112670898438,139.99859619140625,2015-07-13_18:00:00,80,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150714_02,-32.2547311034895,138.36948046414005,2015-07-14T13:23:10,/mnt/L2_plus/events_trello/DN150714_02/WRF/wrfout_d04_2015-07-14_00:00:00,2015-07-14_00:00:00,2015-07-14_13:45:00,-33.96257019042969,-30.887256622314453,136.31112670898438,139.99859619140625,2015-07-14_00:00:00,56,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150714_02,-32.2547311034895,138.36948046414005,2015-07-14T13:23:10,/mnt/L2_plus/events_trello/DN150714_02/WRF/wrfout_d04_2015-07-14_06:00:00,2015-07-14_06:00:00,2015-07-14_13:45:00,-33.96257019042969,-30.887256622314453,136.31112670898438,139.99859619140625,2015-07-14_06:00:00,32,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150714_02,-32.2547311034895,138.36948046414005,2015-07-14T13:23:10,/mnt/L2_plus/events_trello/DN150714_02/WRF/wrfout_d04_2015-07-14_12:00:00,2015-07-14_12:00:00,2015-07-14_13:45:00,-33.96257019042969,-30.887256622314453,136.31112670898438,139.99859619140625,2015-07-14_12:00:00,8,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_27_levels,
DN150905_01,-30.99187463935113,124.47094406330977,2015-09-05T14:10:18,/mnt/L2_plus/events_trello/DN150905_01/WRF/wrfout_d03_2015-09-04_18:00:00,2015-09-04_18:00:00,2015-09-05_18:00:00,-32.64981460571289,-29.728851318359375,122.50079345703125,125.96588134765625,2015-09-04_18:00:00,97,,
DN150905_01,-30.99187463935113,124.47094406330977,2015-09-05T14:10:18,/mnt/L2_plus/events_trello/DN150905_01/WRF/wrfout_d03_2015-09-05_00:00:00,2015-09-05_00:00:00,2015-09-05_18:00:00,-32.64981460571289,-29.728851318359375,122.50079345703125,125.96588134765625,2015-09-05_00:00:00,73,,
DN150905_01,-30.99187463935113,124.47094406330977,2015-09-05T14:10:18,/mnt/L2_plus/events_trello/DN150905_01/WRF/wrfout_d03_2015-09-05_06:00:00,2015-09-05_06:00:00,2015-09-05_18:00:00,-32.64981460571289,-29.728851318359375,122.50079345703125,125.96588134765625,2015-09-05_06:00:00,49,,
DN150905_01,-30.99187463935113,124.47094406330977,2015-09-05T14:10:18,/mnt/L2_plus/events_trello/DN150905_01/WRF/wrfout_d03_2015-09-05_12:00:00,2015-09-05_12:00:00,2015-09-05_18:00:00,-32.64981460571289,-29.728851318359375,122.50079345703125,125.96588134765625,2015-09-05_12:00:00,25,,
DN150915_02,-31.728016348960036,132.1357337185887,2015-09-15T17:58:31,/mnt/L2_plus/events_trello/DN150915_02/WRF/wrfout_d04_2015-09-14_12:00:00,2015-09-14_12:00:00,2015-09-15_18:00:00,-33.18141555786133,-30.72740936279297,130.39321899414062,133.32015991210938,2015-09-14_12:00:00,31,,
DN150915_02,-31.728016348960036,132.1357337185887,2015-09-15T17:58:31,/mnt/L2_plus/events_trello/DN150915_02/WRF/wrfout_d04_2015-09-14_18:00:00,2015-09-14_18:00:00,2015-09-15_18:00:00,-33.18141555786133,-30.72740936279297,130.39321899414062,133.32015991210938,2015-09-14_18:00:00,25,,
DN150915_02,-31.728016348960036,132.1357337185887,2015-09-15T17:58:31,/mnt/L2_plus/events_trello/DN150915_02/WRF/wrfout_d04_2015-09-15_00:00:00,2015-09-15_00:00:00,2015-09-15_18:00:00,-33.18141555786133,-30.72740936279297,130.39321899414062,133.32015991210938,2015-09-15_00:00:00,19,,
DN150915_02,-31.728016348960036,132.1357337185887,2015-09-15T17:58:31,/mnt/L2_plus/events_trello/DN150915_02/WRF/wrfout_d04_2015-09-15_06:00:00,2015-09-15_06:00:00,2015-09-15_18:00:00,-33.18141555786133,-30.72740936279297,130.39321899414062,133.32015991210938,2015-09-15_06:00:00,13,,
DN150915_02,-31.728016348960036,132.1357337185887,2015-09-15T17:58:31,/mnt/L2_plus/events_trello/DN150915_02/WRF/wrfout_d04_2015-09-15_12:00:00,2015-09-15_12:00:00,2015-09-15_19:00:00,-33.18141555786133,-30.72740936279297,130.39321899414062,133.32015991210938,2015-09-15_12:00:00,22,,
DN150915_02,-31.728016348960036,132.1357337185887,2015-09-15T17:58:31,/mnt/L2_plus/events_trello/DN150915_02/WRF/wrfout_d04_2015-09-15_18:00:00,2015-09-15_18:00:00,2015-09-15_19:00:00,-33.18141555786133,-30.72740936279297,130.39321899414062,133.32015991210938,2015-09-15_18:00:00,4,,
DN151010_02,-29.716016208334278,136.68583081850423,2015-10-10T12:52:08,/mnt/L2_plus/events_trello/DN151010_02/WRF/wrfout_d04_2015-10-09_12:00:00,2015-10-09_12:00:00,2015-10-10_18:00:00,-31.135581970214844,-28.702388763427734,134.9791259765625,137.819091796875,2015-10-09_12:00:00,31,,
DN151010_02,-29.716016208334278,136.68583081850423,2015-10-10T12:52:08,/mnt/L2_plus/events_trello/DN151010_02/WRF/wrfout_d04_2015-10-10_00:00:00,2015-10-10_00:00:00,2015-10-11_00:00:00,-31.135581970214844,-28.702388763427734,134.9791259765625,137.819091796875,2015-10-10_00:00:00,25,,
DN151010_02,-29.716016208334278,136.68583081850423,2015-10-10T12:52:08,/mnt/L2_plus/events_trello/DN151010_02/WRF/wrfout_d04_2015-10-10_12:00:00,2015-10-10_12:00:00,2015-10-10_18:00:00,-31.135581970214844,-28.702388763427734,134.9791259765625,137.819091796875,2015-10-10_12:00:00,7,,
DN151021_01,-27.84578785322288,134.07934206137588,2015-10-21T18:57:09,/mnt/L2_plus/events_trello/DN151021_01/WRF/wrfout_d04_2015-10-21_00:00:00,2015-10-21_00:00:00,2015-10-22_00:00:00,-29.270668029785156,-26.858551025390625,132.4219970703125,135.18646240234375,2015-10-21_00:00:00,49,,
DN151127_01,-29.265365808606468,137.47792883969495,2015-11-27T10:43:45,/mnt/L2_plus/events_trello/DN151127_01/WRF/wrfout_d03_2015-11-26_18:00:00,2015-11-26_18:00:00,2015-11-27_12:00:00,-30.911880493164062,-28.01279067993164,135.54727172851562,138.92501831054688,2015-11-26_18:00:00,73,,
DN151127_01,-29.265365808606468,137.47792883969495,2015-11-27T10:43:45,/mnt/L2_plus/events_trello/DN151127_01/WRF/wrfout_d03_2015-11-27_00:00:00,2015-11-27_00:00:00,2015-11-27_12:00:00,-30.911880493164062,-28.01279067993164,135.54727172851562,138.92501831054688,2015-11-27_00:00:00,49,,
DN151127_01,-29.265365808606468,137.47792883969495,2015-11-27T10:43:45,/mnt/L2_plus/events_trello/DN151127_01/WRF/wrfout_d03_2015-11-27_06:00:00,2015-11-27_06:00:00,2015-11-27_12:00:00,-30.911880493164062,-28.01279067993164,135.54727172851562,138.92501831054688,2015-11-27_06:00:00,25,,
